"Days","Dims","Shape","Elements","Feats","Outputs","Misc","Model","Desc","Time Taken","MAE","RMSE","R2","Macro Acc","Bal Acc","Micro Acc","Precision","Recall","F1","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10"
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 16, Dropout: 0)",155.125622749329,1.6864,2.5629,0.0986,0.2305,0.5972,0.6092,0.6357,0.7007,0.6666,0.5366,0.5625,0.5776,0.5968,0.603,0.6124,0.6227,0.6233,0.6213,0.6159,0.7577,1.1019,1.351,1.5488,1.7034,1.834,1.9437,2.0654,2.2053,2.3525
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 16, Dropout: 0.25)",119.415653467178,1.6983,2.5705,0.0973,0.2338,0.5945,0.6085,0.6314,0.716,0.671,0.5422,0.5616,0.5768,0.5892,0.5986,0.6081,0.6132,0.6245,0.6189,0.6113,0.7514,1.1018,1.3563,1.5569,1.7111,1.8598,1.9815,2.0858,2.2201,2.3578
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 16, Dropout: 0.5)",76.0953285694122,1.6874,2.5686,0.0976,0.2379,0.5961,0.6101,0.6326,0.7178,0.6725,0.5445,0.5568,0.576,0.5893,0.5994,0.6046,0.6162,0.6254,0.6296,0.6193,0.7524,1.0965,1.3405,1.5442,1.7032,1.8514,1.966,2.0694,2.2012,2.3493
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 16, Dropout: 0.75)",120.967712402344,1.7009,2.5865,0.0867,0.2493,0.6036,0.6161,0.6401,0.7129,0.6745,0.5489,0.5659,0.5857,0.5968,0.6088,0.6198,0.6282,0.6305,0.6304,0.6212,0.7535,1.1052,1.3525,1.5594,1.7191,1.8569,1.9734,2.0874,2.2273,2.3748
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 32, Dropout: 0)",106.635509729385,1.6622,2.5201,0.1266,0.2432,0.6147,0.6254,0.6511,0.7076,0.6782,0.5545,0.5743,0.5998,0.614,0.6211,0.6334,0.6346,0.6461,0.6406,0.6289,0.7542,1.0915,1.327,1.5226,1.6733,1.8224,1.9213,2.0343,2.1694,2.3058
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 32, Dropout: 0.25)",77.9723837375641,1.6761,2.5345,0.1168,0.2301,0.6053,0.6169,0.6425,0.7053,0.6724,0.5452,0.5732,0.5928,0.6018,0.6096,0.6181,0.6248,0.6324,0.6293,0.626,0.7559,1.0943,1.336,1.5412,1.6966,1.8353,1.9447,2.0542,2.1794,2.3237
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 32, Dropout: 0.5)",212.139343261719,1.6677,2.5086,0.1311,0.2555,0.6294,0.6384,0.6652,0.7093,0.6865,0.5454,0.5826,0.6054,0.6291,0.6395,0.6526,0.6619,0.6656,0.6598,0.6516,0.7619,1.0986,1.3486,1.5337,1.6874,1.8221,1.9319,2.0302,2.1604,2.3018
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 32, Dropout: 0.75)",168.880591154099,1.6584,2.5237,0.1223,0.2518,0.622,0.6317,0.6582,0.7072,0.6818,0.5483,0.5776,0.606,0.622,0.6295,0.6371,0.6457,0.6533,0.6542,0.6464,0.7582,1.0979,1.3362,1.5253,1.6833,1.8199,1.9202,2.0093,2.1499,2.2838
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 64, Dropout: 0)",147.06058382988,1.6476,2.4827,0.148,0.2364,0.6301,0.6382,0.6673,0.7023,0.6843,0.5425,0.5802,0.6103,0.6299,0.6426,0.6541,0.6599,0.6658,0.6596,0.6558,0.7631,1.0972,1.3268,1.5081,1.6616,1.7983,1.9002,2.0094,2.1358,2.2751
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 64, Dropout: 0.25)",128.274805307388,1.625,2.4643,0.1582,0.2495,0.6362,0.6442,0.6724,0.7074,0.6894,0.5543,0.5887,0.6127,0.6346,0.6444,0.6613,0.6616,0.6725,0.6696,0.662,0.7545,1.0899,1.3171,1.4997,1.6402,1.7704,1.8672,1.9751,2.098,2.2376
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 64, Dropout: 0.5)",122.613923549652,1.6284,2.4639,0.157,0.2422,0.6317,0.6399,0.6684,0.7045,0.6859,0.555,0.5797,0.6119,0.6305,0.6443,0.6552,0.661,0.6618,0.6624,0.6549,0.7547,1.0958,1.3295,1.5047,1.6433,1.7651,1.8667,1.9691,2.1083,2.2467
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 64, Dropout: 0.75)",79.7642524242401,1.6365,2.4878,0.1418,0.2334,0.6223,0.6326,0.6576,0.7118,0.6836,0.557,0.5754,0.6025,0.6182,0.6262,0.6368,0.6465,0.6543,0.6559,0.6503,0.7533,1.0932,1.3301,1.5187,1.6596,1.7919,1.8862,1.984,2.1069,2.2409
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 128, Dropout: 0)",73.0256590843201,1.6028,2.4381,0.1712,0.2375,0.6359,0.6444,0.6715,0.7089,0.6897,0.5574,0.5878,0.6252,0.6381,0.6488,0.6557,0.6556,0.6615,0.6654,0.6637,0.7621,1.0882,1.3078,1.4791,1.6106,1.7312,1.8365,1.9386,2.068,2.2062
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 128, Dropout: 0.25)",100.900282621384,1.5879,2.4168,0.1821,0.2407,0.65,0.6561,0.6873,0.7038,0.6954,0.5563,0.5924,0.6256,0.6495,0.6632,0.6801,0.6825,0.6901,0.6855,0.6749,0.7632,1.0845,1.3072,1.4741,1.6059,1.7253,1.8106,1.9062,2.0384,2.1636
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 128, Dropout: 0.5)",103.742419481277,1.5951,2.4208,0.1788,0.2364,0.6483,0.6547,0.6854,0.7043,0.6947,0.5495,0.5944,0.624,0.6525,0.6603,0.6725,0.6801,0.689,0.6869,0.6744,0.7666,1.0932,1.3228,1.4815,1.6065,1.7236,1.8198,1.9161,2.0442,2.177
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 128, Dropout: 0.75)",87.8188285827637,1.6016,2.436,0.1729,0.2354,0.6373,0.645,0.6738,0.7052,0.6891,0.5621,0.5877,0.6159,0.6346,0.652,0.653,0.662,0.671,0.6719,0.663,0.7588,1.0827,1.3093,1.4927,1.6188,1.7413,1.8314,1.9255,2.0573,2.198
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 256, Dropout: 0)",122.327821016312,1.5586,2.3791,0.1963,0.2287,0.6568,0.6624,0.6941,0.7059,0.6999,0.5597,0.5921,0.6282,0.6561,0.6673,0.6843,0.6929,0.6966,0.696,0.6952,0.7706,1.102,1.3113,1.4603,1.5735,1.6673,1.7515,1.8451,1.9894,2.1153
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 256, Dropout: 0.25)",96.8476533889771,1.5681,2.3895,0.1975,0.2336,0.6544,0.6609,0.6904,0.7099,0.7,0.5651,0.5937,0.634,0.6557,0.6612,0.6807,0.6871,0.6935,0.6877,0.6854,0.7635,1.0881,1.2886,1.4474,1.5747,1.7034,1.7866,1.8753,2.0065,2.1465
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 256, Dropout: 0.5)",94.0455331802368,1.5569,2.3746,0.2029,0.2322,0.6609,0.667,0.6967,0.7136,0.705,0.5603,0.61,0.642,0.6719,0.6789,0.6895,0.6918,0.6914,0.6895,0.6842,0.7747,1.0943,1.294,1.4512,1.5569,1.6693,1.7648,1.8615,1.987,2.1153
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 256, Dropout: 0.75)",106.26976275444,1.5588,2.3713,0.2008,0.2244,0.6537,0.6607,0.6884,0.7155,0.7017,0.5519,0.5921,0.6297,0.6522,0.6628,0.6772,0.6865,0.6953,0.6943,0.6945,0.7745,1.0961,1.2975,1.4459,1.5815,1.6818,1.7734,1.8523,1.9749,2.1098
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 512, Dropout: 0)",106.402166366577,1.544,2.3827,0.1927,0.2101,0.6635,0.6697,0.6984,0.7159,0.707,0.5521,0.6049,0.6439,0.6666,0.6763,0.6926,0.6935,0.7056,0.7014,0.6978,0.7873,1.0961,1.2869,1.4362,1.5535,1.6591,1.7521,1.8416,1.9521,2.0756
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 512, Dropout: 0.25)",130.63805103302,1.5518,2.3872,0.1882,0.2152,0.6623,0.6681,0.6982,0.7133,0.7056,0.5491,0.6025,0.6433,0.6683,0.6797,0.689,0.6925,0.6994,0.7025,0.6965,0.7931,1.1001,1.2979,1.4429,1.5654,1.6662,1.7534,1.8451,1.9623,2.0915
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 512, Dropout: 0.5)",138.171007394791,1.5305,2.359,0.2016,0.2201,0.6699,0.6752,0.7058,0.7157,0.7107,0.5523,0.6051,0.6389,0.676,0.6832,0.7022,0.7056,0.7147,0.7121,0.7093,0.7998,1.1067,1.2942,1.4346,1.5471,1.649,1.7152,1.8002,1.9216,2.0369
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 512, Dropout: 0.75)",115.579951524735,1.529,2.3418,0.2132,0.2197,0.6682,0.6732,0.7047,0.7125,0.7085,0.5619,0.6006,0.6427,0.6703,0.6857,0.6976,0.709,0.7055,0.7061,0.7023,0.7909,1.0967,1.2926,1.4328,1.5335,1.6421,1.7246,1.8074,1.9291,2.0407
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 8, Dropout: 0)",159.865543603897,1.7299,2.594,0.0818,0.2334,0.5754,0.5913,0.6153,0.7128,0.6604,0.5339,0.5539,0.5678,0.57,0.5788,0.5827,0.5884,0.5955,0.5971,0.5863,0.7556,1.1091,1.3733,1.5807,1.7457,1.9004,2.0196,2.1358,2.2711,2.4072
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 8, Dropout: 0.25)",47.0009427070618,1.7469,2.6459,0.0535,0.2311,0.5523,0.5839,0.5908,0.8258,0.6887,0.5221,0.5343,0.5453,0.5538,0.5638,0.5617,0.5634,0.5593,0.5627,0.5566,0.7524,1.1022,1.3628,1.5837,1.7521,1.9077,2.0462,2.1777,2.3214,2.463
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 8, Dropout: 0.5)",38.245121717453,1.757,2.68,0.0324,0.2283,0.5399,0.5797,0.5809,0.8849,0.7013,0.5182,0.524,0.537,0.5407,0.5447,0.5481,0.5515,0.5493,0.5453,0.5404,0.7539,1.1105,1.3708,1.5955,1.7641,1.9164,2.0553,2.1889,2.3362,2.4788
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 8, Dropout: 0.75)",33.3827042579651,1.7728,2.6988,0.021,0.2227,0.5232,0.5723,0.57,0.948,0.7119,0.5129,0.5151,0.5215,0.5228,0.5304,0.5293,0.5305,0.5256,0.5229,0.5211,0.7542,1.1119,1.3777,1.6099,1.7802,1.9373,2.079,2.2127,2.3625,2.5025
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 16, Dropout: 0)",139.447308540344,1.6793,2.5055,0.1294,0.2446,0.6029,0.6154,0.6396,0.7109,0.6733,0.5417,0.5673,0.5762,0.5899,0.6038,0.6197,0.6329,0.64,0.6317,0.6263,0.7572,1.1038,1.3531,1.5457,1.7048,1.8313,1.9409,2.0537,2.186,2.3165
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 16, Dropout: 0.25)",44.4221639633179,1.7016,2.5751,0.0977,0.2377,0.5834,0.6067,0.6157,0.7832,0.6894,0.5425,0.5631,0.5768,0.5849,0.5885,0.5948,0.5966,0.6014,0.5956,0.5901,0.7483,1.0931,1.3414,1.5527,1.7149,1.86,1.9831,2.0984,2.2364,2.3882
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 16, Dropout: 0.5)",36.6022720336914,1.7367,2.6333,0.0609,0.2336,0.5622,0.5921,0.5978,0.8185,0.6909,0.5356,0.5431,0.5555,0.5621,0.5721,0.5703,0.5713,0.5713,0.575,0.5654,0.7521,1.1039,1.3648,1.5841,1.7465,1.8935,2.0279,2.1576,2.2949,2.4415
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 16, Dropout: 0.75)",58.7142996788025,1.7504,2.66,0.0436,0.2328,0.5434,0.5847,0.5825,0.901,0.7075,0.5242,0.5247,0.5382,0.5405,0.5491,0.5511,0.5539,0.553,0.5532,0.5461,0.752,1.1083,1.3671,1.5948,1.7626,1.9113,2.0477,2.1757,2.3197,2.4648
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 32, Dropout: 0)",32.17338514328,1.6713,2.5289,0.1265,0.2407,0.604,0.6165,0.6403,0.7144,0.6752,0.5478,0.5654,0.5927,0.5973,0.603,0.6183,0.6266,0.6292,0.6329,0.6265,0.7492,1.0839,1.3295,1.5323,1.6873,1.8244,1.9471,2.05,2.1829,2.3261
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 32, Dropout: 0.25)",78.0007321834564,1.6442,2.4739,0.1545,0.2403,0.5983,0.6176,0.6292,0.7642,0.6901,0.5406,0.5587,0.5859,0.5935,0.5984,0.615,0.6198,0.6249,0.6286,0.6179,0.7477,1.0838,1.3212,1.5207,1.6613,1.7889,1.8975,2.0034,2.1353,2.2818
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 32, Dropout: 0.5)",44.7978446483612,1.7022,2.5648,0.1005,0.2403,0.5737,0.6031,0.6054,0.8272,0.6991,0.542,0.5521,0.568,0.5728,0.5765,0.5855,0.5872,0.5876,0.5865,0.5794,0.7494,1.0979,1.3452,1.5601,1.7181,1.8571,1.9812,2.1014,2.2316,2.3803
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 32, Dropout: 0.75)",49.9696345329285,1.7308,2.6204,0.0691,0.2352,0.5609,0.5957,0.5949,0.8602,0.7034,0.5356,0.5373,0.5572,0.5614,0.5709,0.572,0.5756,0.5704,0.5696,0.5591,0.7512,1.1037,1.3571,1.5777,1.7415,1.8898,2.0213,2.1471,2.2845,2.4346
"Experiment 1, SP500,1D",3,"(19554, 1, 92)",19554,"(1, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 64, Dropout: 0)",29.4455523490906,1.6802,2.5381,0.1147,0.2289,0.5987,0.6128,0.6345,0.7206,0.6748,0.5441,0.565,0.5823,0.5975,0.6009,0.6115,0.6167,0.6268,0.6264,0.6156,0.7534,1.0984,1.3447,1.5475,1.6939,1.8361,1.9532,2.055,2.1879,2.3322
